source_file,climate_id,station_name,lon,lat,n_rows_source,n_days_expected,n_days_scored,missing_tmax,missing_tmin,missing_prcp,n_quality_flagged,n_trace_precip,n_duplicate_dates,status,reason,stndata_file
climate_daily_BC_1037090_2026_P1D.csv,1037090,SARTINE ISLAND (AUT),-128.91,50.82,365,365,365,134,134,141,0,0,0,GOOD,,transformed/good/2026_CAE01037090.stndata
climate_daily_BC_1037553_2026_P1D.csv,1037553,SOLANDER ISLAND (AUT),-127.94,50.11,365,365,365,114,114,115,0,0,0,GOOD,,transformed/good/2026_CAE01037553.stndata
climate_daily_BC_1037899_2026_P1D.csv,1037899,TAHSIS VILLAGE NORTH,-126.65,49.93,365,365,365,365,365,365,143,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01037899.stndata
climate_daily_BC_1038210_2026_P1D.csv,1038210,TOFINO A,-125.77,49.08,365,365,365,107,107,365,0,0,0,GOOD,,transformed/good/2026_CAE01038210.stndata
climate_daily_BC_1038332_2026_P1D.csv,1038332,UCLUELET KENNEDY CAMP,-125.53,48.95,365,365,365,365,365,353,257,12,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/353),transformed/bad/2026_CAE01038332.stndata
climate_daily_BC_1039035_2026_P1D.csv,1039035,ZEBALLOS MURAUDE CREEK,-126.78,50.05,365,365,365,365,365,363,211,2,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/363),transformed/bad/2026_CAE01039035.stndata
climate_daily_BC_104091B_2026_P1D.csv,104091B,BOWEN ISLAND SUNSET PARK,-123.4,49.36,365,365,365,365,365,330,239,35,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/330),transformed/bad/2026_CAE0104091B.stndata
climate_daily_BC_1043152_2026_P1D.csv,1043152,GIBSONS GOWER POINT,-123.54,49.39,365,365,365,365,365,361,255,4,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/361),transformed/bad/2026_CAE01043152.stndata
climate_daily_BC_1043304_2026_P1D.csv,1043304,GRIEF POINT,-124.53,49.8,365,365,365,365,365,365,0,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01043304.stndata
climate_daily_BC_1045100_2026_P1D.csv,1045100,MERRY ISLAND LIGHTSTATION,-123.91,49.47,365,365,365,365,365,359,258,6,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/359),transformed/bad/2026_CAE01045100.stndata
climate_daily_BC_10459NN_2026_P1D.csv,10459NN,HOWE SOUND - PAM ROCKS,-123.3,49.49,365,365,365,106,106,107,0,0,0,GOOD,,transformed/good/2026_CAE010459NN.stndata
climate_daily_BC_1046115_2026_P1D.csv,1046115,PENDER HARBOUR,-124.03,49.63,365,365,365,365,365,361,260,4,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/361),transformed/bad/2026_CAE01046115.stndata
climate_daily_BC_1046332_2026_P1D.csv,1046332,PORT MELLON,-123.5,49.53,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01046332.stndata
climate_daily_BC_1046391_2026_P1D.csv,1046391,POWELL RIVER A,-124.5,49.83,365,365,365,365,365,340,251,25,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/340),transformed/bad/2026_CAE01046391.stndata
climate_daily_BC_1046392_2026_P1D.csv,1046392,POWELL RIVER,-124.5,49.83,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01046392.stndata
climate_daily_BC_1046396_2026_P1D.csv,1046396,POWELL RIVER A,-124.5,49.83,365,365,365,110,110,365,0,0,0,GOOD,,transformed/good/2026_CAE01046396.stndata
climate_daily_BC_1047172_2026_P1D.csv,1047172,SECHELT AUT,-123.72,49.46,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01047172.stndata
climate_daily_BC_10476F0_2026_P1D.csv,10476F0,SQUAMISH AIRPORT,-123.16,49.78,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE010476F0.stndata
climate_daily_BC_1051351_2026_P1D.csv,1051351,CAPE ST JAMES,-131.02,51.94,365,365,365,183,183,218,0,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (183/183/218),transformed/bad/2026_CAE01051351.stndata
climate_daily_BC_1054222_2026_P1D.csv,1054222,KINDAKUN ROCKS (AUT),-132.77,53.32,365,365,365,230,231,251,0,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (230/231/251),transformed/bad/2026_CAE01054222.stndata
climate_daily_BC_1054500_2026_P1D.csv,1054500,LANGARA,-133.06,54.26,365,365,365,365,365,336,215,29,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/336),transformed/bad/2026_CAE01054500.stndata
climate_daily_BC_1054503_2026_P1D.csv,1054503,LANGARA ISLAND RCS,-133.06,54.26,365,365,365,190,190,194,0,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (190/190/194),transformed/bad/2026_CAE01054503.stndata
climate_daily_BC_1054929_2026_P1D.csv,1054929,MASSET A,-132.13,54.03,365,365,365,110,110,365,0,0,0,GOOD,,transformed/good/2026_CAE01054929.stndata
climate_daily_BC_1056869_2026_P1D.csv,1056869,ROSE SPIT (AUT),-131.66,54.16,365,365,365,106,106,365,0,0,0,GOOD,,transformed/good/2026_CAE01056869.stndata
climate_daily_BC_1057051_2026_P1D.csv,1057051,SANDSPIT AIRPORT AUTO,-131.81,53.25,365,365,365,108,108,108,0,0,0,GOOD,,transformed/good/2026_CAE01057051.stndata
climate_daily_BC_1057052_2026_P1D.csv,1057052,SANDSPIT,-131.81,53.25,365,365,365,108,108,108,0,0,0,GOOD,,transformed/good/2026_CAE01057052.stndata
climate_daily_BC_1060080_2026_P1D.csv,1060080,ADDENBROKE ISLAND,-127.86,51.6,365,365,365,365,365,358,195,7,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/358),transformed/bad/2026_CAE01060080.stndata
climate_daily_BC_1060815_2026_P1D.csv,1060815,BELLA BELLA,-128.16,52.19,365,365,365,110,110,110,0,0,0,GOOD,,transformed/good/2026_CAE01060815.stndata
climate_daily_BC_1060844_2026_P1D.csv,1060844,BELLA COOLA AIRPORT,-126.59,52.39,365,365,365,108,108,108,0,0,0,GOOD,,transformed/good/2026_CAE01060844.stndata
climate_daily_BC_1060848_2026_P1D.csv,1060848,BELLA COOLA A,-126.6,52.39,365,365,365,118,118,365,0,0,0,GOOD,,transformed/good/2026_CAE01060848.stndata
climate_daily_BC_1060901_2026_P1D.csv,1060901,BOAT BLUFF,-128.52,52.64,365,365,365,365,365,364,234,1,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/364),transformed/bad/2026_CAE01060901.stndata
climate_daily_BC_1060902_2026_P1D.csv,1060902,BONILLA ISLAND,-130.64,53.49,365,365,365,365,365,357,248,8,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/357),transformed/bad/2026_CAE01060902.stndata
climate_daily_BC_1060R0K_2026_P1D.csv,1060R0K,BONILLA ISLAND (AUT),-130.64,53.49,365,365,365,109,109,118,0,0,0,GOOD,,transformed/good/2026_CAE01060R0K.stndata
climate_daily_BC_1061458_2026_P1D.csv,1061458,CATHEDRAL POINT (AUT),-127.47,52.19,365,365,365,112,112,137,0,0,0,GOOD,,transformed/good/2026_CAE01061458.stndata
climate_daily_BC_1062251_2026_P1D.csv,1062251,CUMSHEWA ISLAND,-131.6,53.03,365,365,365,112,112,121,0,0,0,GOOD,,transformed/good/2026_CAE01062251.stndata
climate_daily_BC_1062544_2026_P1D.csv,1062544,DRYAD POINT,-128.11,52.19,365,365,365,365,365,355,213,10,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/355),transformed/bad/2026_CAE01062544.stndata
climate_daily_BC_1062646_2026_P1D.csv,1062646,EGG ISLAND,-127.84,51.25,365,365,365,365,365,364,108,1,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/364),transformed/bad/2026_CAE01062646.stndata
climate_daily_BC_1063298_2026_P1D.csv,1063298,GREEN ISLAND,-130.71,54.57,365,365,365,365,365,360,181,5,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/360),transformed/bad/2026_CAE01063298.stndata
climate_daily_BC_1063303_2026_P1D.csv,1063303,GREY ISLET (AUT),-130.7,54.58,365,365,365,105,105,124,0,0,0,GOOD,,transformed/good/2026_CAE01063303.stndata
climate_daily_BC_1063461_2026_P1D.csv,1063461,HERBERT ISLAND (AUT),-127.63,50.94,365,365,365,107,107,108,0,0,0,GOOD,,transformed/good/2026_CAE01063461.stndata
climate_daily_BC_1063496_2026_P1D.csv,1063496,HOLLAND ROCK,-130.36,54.17,365,365,365,106,106,122,0,0,0,GOOD,,transformed/good/2026_CAE01063496.stndata
climate_daily_BC_1063690_2026_P1D.csv,1063690,IVORY ISLAND,-128.41,52.27,365,365,365,365,365,362,189,3,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/362),transformed/bad/2026_CAE01063690.stndata
climate_daily_BC_1064020_2026_P1D.csv,1064020,KEMANO,-127.94,53.56,365,365,365,365,365,356,260,9,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/356),transformed/bad/2026_CAE01064020.stndata
climate_daily_BC_1064324_2026_P1D.csv,1064324,KITIMAT FOREST AVE,-128.63,54.05,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE01064324.stndata
climate_daily_BC_1064728_2026_P1D.csv,1064728,LUCY ISLAND LIGHTSTATION,-130.61,54.3,365,365,365,105,105,365,0,0,0,GOOD,,transformed/good/2026_CAE01064728.stndata
climate_daily_BC_1065010_2026_P1D.csv,1065010,MCINNES ISLAND,-128.72,52.26,365,365,365,365,365,361,215,4,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/361),transformed/bad/2026_CAE01065010.stndata
climate_daily_BC_1066482_2026_P1D.csv,1066482,PRINCE RUPERT,-130.44,54.29,365,365,365,108,108,108,0,0,0,GOOD,,transformed/good/2026_CAE01066482.stndata
climate_daily_BC_1066488_2026_P1D.csv,1066488,PRINCE RUPERT MONT CIRC,-130.29,54.32,365,365,365,365,365,365,53,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01066488.stndata
climate_daily_BC_1067748_2026_P1D.csv,1067748,STEWART A,-129.98,55.93,365,365,365,114,114,365,0,0,0,GOOD,,transformed/good/2026_CAE01067748.stndata
climate_daily_BC_1068131_2026_P1D.csv,1068131,TERRACE PCC,-128.62,54.5,365,365,365,365,365,350,159,15,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/350),transformed/bad/2026_CAE01068131.stndata
climate_daily_BC_1068134_2026_P1D.csv,1068134,TERRACE A,-128.58,54.47,365,365,365,114,114,109,0,33,0,GOOD,,transformed/good/2026_CAE01068134.stndata
climate_daily_BC_1072692_2026_P1D.csv,1072692,EQUITY SILVER,-126.28,54.2,365,365,365,365,365,362,88,3,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/362),transformed/bad/2026_CAE01072692.stndata
climate_daily_BC_1073615_2026_P1D.csv,1073615,HOUSTON,-126.67,54.4,365,365,365,365,365,361,77,4,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/361),transformed/bad/2026_CAE01073615.stndata
climate_daily_BC_1077499_2026_P1D.csv,1077499,SMITHERS,-127.18,54.83,365,365,365,106,106,106,0,0,0,GOOD,,transformed/good/2026_CAE01077499.stndata
climate_daily_BC_1077501_2026_P1D.csv,1077501,SMITHERS AIRPORT AUTO,-127.19,54.82,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01077501.stndata
climate_daily_BC_1078209_2026_P1D.csv,1078209,TOPLEY LANDING,-126.16,54.82,365,365,365,365,365,365,1,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01078209.stndata
climate_daily_BC_107G879_2026_P1D.csv,107G879,SUSKWA VALLEY,-127.17,55.29,365,365,365,365,365,358,244,7,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/358),transformed/bad/2026_CAE0107G879.stndata
climate_daily_BC_1085836_2026_P1D.csv,1085836,OOTSA LAKESKINS LAKE CLIMATE,-126.0,53.77,365,365,365,115,115,115,0,0,0,GOOD,,transformed/good/2026_CAE01085836.stndata
climate_daily_BC_1086081_2026_P1D.csv,1086081,PEMBERTON AIRPORT (WIND),-122.74,50.3,365,365,365,106,106,365,0,0,0,GOOD,,transformed/good/2026_CAE01086081.stndata
climate_daily_BC_1086082_2026_P1D.csv,1086082,PEMBERTON AIRPORT CS,-122.73,50.31,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01086082.stndata
climate_daily_BC_1086558_2026_P1D.csv,1086558,PUNTZI MOUNTAIN (AUT),-124.14,52.11,365,365,365,138,138,140,0,0,0,GOOD,,transformed/good/2026_CAE01086558.stndata
climate_daily_BC_1088015_2026_P1D.csv,1088015,TATLAYOKO LAKE RCS,-124.4,51.67,365,365,365,113,113,113,0,0,0,GOOD,,transformed/good/2026_CAE01088015.stndata
climate_daily_BC_1090660_2026_P1D.csv,1090660,BARKERVILLE,-121.51,53.07,365,365,365,365,365,355,259,10,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/355),transformed/bad/2026_CAE01090660.stndata
climate_daily_BC_1091174_2026_P1D.csv,1091174,BURNS LAKE DECKER LAKE,-125.96,54.38,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01091174.stndata
climate_daily_BC_1092977_2026_P1D.csv,1092977,FORT ST JAMES GOLF CLUB,-124.29,54.46,365,365,365,110,110,112,0,0,0,GOOD,,transformed/good/2026_CAE01092977.stndata
climate_daily_BC_1093474_2026_P1D.csv,1093474,HIXON,-122.7,53.53,365,365,365,365,365,364,24,1,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/364),transformed/bad/2026_CAE01093474.stndata
climate_daily_BC_1095018_2026_P1D.csv,1095018,MCLEESE LAKE GRANITE MT,-122.29,52.53,365,365,365,365,365,354,209,11,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/354),transformed/bad/2026_CAE01095018.stndata
climate_daily_BC_1096439_2026_P1D.csv,1096439,PRINCE GEORGE,-122.68,53.88,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE01096439.stndata
climate_daily_BC_1096453_2026_P1D.csv,1096453,PRINCE GEORGE AIRPORT AUTO,-122.67,53.89,365,365,365,110,110,111,0,0,0,GOOD,,transformed/good/2026_CAE01096453.stndata
climate_daily_BC_1096454_2026_P1D.csv,1096454,PRINCE GEORGE MASSEY AUTO,-122.79,53.9,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01096454.stndata
climate_daily_BC_1096629_2026_P1D.csv,1096629,QUESNEL,-122.51,53.03,365,365,365,108,108,108,0,0,0,GOOD,,transformed/good/2026_CAE01096629.stndata
climate_daily_BC_1096631_2026_P1D.csv,1096631,QUESNEL AIRPORT AUTO,-122.51,53.03,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE01096631.stndata
climate_daily_BC_1097646_2026_P1D.csv,1097646,SPOKIN LAKE 4E,-121.69,52.18,365,365,365,365,365,349,255,16,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/349),transformed/bad/2026_CAE01097646.stndata
climate_daily_BC_1098941_2026_P1D.csv,1098941,WILLIAMS LAKE A,-122.05,52.18,365,365,365,126,126,111,0,26,0,GOOD,,transformed/good/2026_CAE01098941.stndata
climate_daily_BC_1100031_2026_P1D.csv,1100031,ABBOTSFORD A,-122.36,49.03,365,365,365,111,111,106,0,20,0,GOOD,,transformed/good/2026_CAE01100031.stndata
climate_daily_BC_1100032_2026_P1D.csv,1100032,ABBOTSFORD A,-122.36,49.03,365,365,365,108,108,365,0,0,0,GOOD,,transformed/good/2026_CAE01100032.stndata
climate_daily_BC_1100119_2026_P1D.csv,1100119,AGASSIZ RCS,-121.76,49.24,365,365,365,107,107,110,0,0,0,GOOD,,transformed/good/2026_CAE01100119.stndata
climate_daily_BC_1100875_2026_P1D.csv,1100875,WHISTLER - NESTERS,-122.95,50.13,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01100875.stndata
climate_daily_BC_1100909_2026_P1D.csv,1100909,VANCOUVER BOUNDARY BAY,-123.01,49.07,365,365,365,105,105,365,0,0,0,GOOD,,transformed/good/2026_CAE01100909.stndata
climate_daily_BC_1101300_2026_P1D.csv,1101300,CALLAGHAN VALLEY,-123.11,50.14,365,365,365,106,106,106,0,0,0,GOOD,,transformed/good/2026_CAE01101300.stndata
climate_daily_BC_1101571_2026_P1D.csv,1101571,CHILLIWACK SOUTH,-121.97,49.11,365,365,365,365,365,357,259,8,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/357),transformed/bad/2026_CAE01101571.stndata
climate_daily_BC_1101708_2026_P1D.csv,1101708,CLOVERDALE EAST,-122.7,49.11,365,365,365,365,365,348,254,17,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/348),transformed/bad/2026_CAE01101708.stndata
climate_daily_BC_1102221_2026_P1D.csv,1102221,CULTUS LAKE,-121.98,49.08,365,365,365,106,106,131,0,0,0,GOOD,,transformed/good/2026_CAE01102221.stndata
climate_daily_BC_1102415_2026_P1D.csv,1102415,DELTA BURNS BOG,-123.0,49.13,365,365,365,106,106,106,0,0,0,GOOD,,transformed/good/2026_CAE01102415.stndata
climate_daily_BC_1102425_2026_P1D.csv,1102425,DELTA TSAWWASSEN BEACH,-123.09,49.01,365,365,365,365,365,362,257,3,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/362),transformed/bad/2026_CAE01102425.stndata
climate_daily_BC_1102912_2026_P1D.csv,1102912,FORT LANGLEY TELEGRAPH TRAIL,-122.55,49.14,365,365,365,365,365,353,255,12,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/353),transformed/bad/2026_CAE01102912.stndata
climate_daily_BC_1103332_2026_P1D.csv,1103332,HANEY UBC RF ADMIN,-122.57,49.26,365,365,365,365,365,360,211,5,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/360),transformed/bad/2026_CAE01103332.stndata
climate_daily_BC_1104570_2026_P1D.csv,1104570,LANGLEY REGIONAL,-122.63,49.1,365,365,365,107,107,365,0,0,0,GOOD,,transformed/good/2026_CAE01104570.stndata
climate_daily_BC_1105192_2026_P1D.csv,1105192,MISSION WEST ABBEY,-122.27,49.15,365,365,365,365,365,357,252,8,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/357),transformed/bad/2026_CAE01105192.stndata
climate_daily_BC_1105658_2026_P1D.csv,1105658,N VANC GROUSE MTN RESORT,-123.08,49.38,365,365,365,365,365,365,235,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01105658.stndata
climate_daily_BC_1105669_2026_P1D.csv,1105669,N VANCOUVER WHARVES,-123.12,49.31,365,365,365,365,365,349,258,16,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/349),transformed/bad/2026_CAE01105669.stndata
climate_daily_BC_1106178_2026_P1D.csv,1106178,PITT MEADOWS CS,-122.69,49.21,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01106178.stndata
climate_daily_BC_110617P_2026_P1D.csv,110617P,PITT MEADOWS,-122.71,49.22,365,365,365,107,107,365,0,0,0,GOOD,,transformed/good/2026_CAE0110617P.stndata
climate_daily_BC_1106200_2026_P1D.csv,1106200,POINT ATKINSON,-123.26,49.33,365,365,365,108,108,108,0,0,0,GOOD,,transformed/good/2026_CAE01106200.stndata
climate_daily_BC_1106764_2026_P1D.csv,1106764,RICHMOND DALLYN 2,-123.09,49.18,365,365,365,365,365,345,259,20,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/345),transformed/bad/2026_CAE01106764.stndata
climate_daily_BC_1106CL2_2026_P1D.csv,1106CL2,PORT MOODY GLENAYRE,-122.88,49.28,365,365,365,365,365,364,229,1,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/364),transformed/bad/2026_CAE01106CL2.stndata
climate_daily_BC_1106PF7_2026_P1D.csv,1106PF7,RICHMOND NATURE PARK,-123.09,49.17,365,365,365,365,365,365,247,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01106PF7.stndata
climate_daily_BC_1107010_2026_P1D.csv,1107010,SANDHEADS CS,-123.3,49.11,365,365,365,105,105,365,0,0,0,GOOD,,transformed/good/2026_CAE01107010.stndata
climate_daily_BC_1107785_2026_P1D.csv,1107785,SUMAS CANAL,-122.11,49.11,365,365,365,365,365,365,174,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01107785.stndata
climate_daily_BC_1108291_2026_P1D.csv,1108291,TSAWWASSEN FERRY AUTO,-123.13,49.0,365,365,365,365,365,365,0,0,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/365),transformed/bad/2026_CAE01108291.stndata
climate_daily_BC_1108380_2026_P1D.csv,1108380,VANCOUVER SEA ISLAND CCG,-123.19,49.18,365,365,365,106,106,106,0,0,0,GOOD,,transformed/good/2026_CAE01108380.stndata
climate_daily_BC_1108395_2026_P1D.csv,1108395,VANCOUVER INTL A,-123.18,49.19,365,365,365,124,124,106,0,21,0,GOOD,,transformed/good/2026_CAE01108395.stndata
climate_daily_BC_1108446_2026_P1D.csv,1108446,VANCOUVER HARBOUR CS,-123.12,49.3,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01108446.stndata
climate_daily_BC_1108824_2026_P1D.csv,1108824,WEST VANCOUVER AUT,-123.19,49.35,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE01108824.stndata
climate_daily_BC_1108906_2026_P1D.csv,1108906,WHISTLER ROUNDHOUSE,-122.95,50.07,365,365,365,365,365,354,219,11,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/354),transformed/bad/2026_CAE01108906.stndata
climate_daily_BC_1108910_2026_P1D.csv,1108910,WHITE ROCK CAMPBELL SCIENTIFIC,-122.78,49.02,365,365,365,110,110,128,0,0,0,GOOD,,transformed/good/2026_CAE01108910.stndata
climate_daily_BC_110Q44V_2026_P1D.csv,110Q44V,VANCOUVER HARBOUR,-123.11,49.29,365,365,365,105,105,365,0,0,0,GOOD,,transformed/good/2026_CAE0110Q44V.stndata
climate_daily_BC_1113542_2026_P1D.csv,1113542,HOPE A,-121.5,49.37,365,365,365,110,110,110,0,0,0,GOOD,,transformed/good/2026_CAE01113542.stndata
climate_daily_BC_1113543_2026_P1D.csv,1113543,HOPE AIRPORT,-121.49,49.37,365,365,365,110,110,113,0,0,0,GOOD,,transformed/good/2026_CAE01113543.stndata
climate_daily_BC_1113581_2026_P1D.csv,1113581,HOPE SLIDE,-121.23,49.27,365,365,365,365,365,348,260,17,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/348),transformed/bad/2026_CAE01113581.stndata
climate_daily_BC_1114619_2026_P1D.csv,1114619,LILLOOET,-121.93,50.68,365,365,365,134,134,183,0,0,0,GOOD,,transformed/good/2026_CAE01114619.stndata
climate_daily_BC_1114738_2026_P1D.csv,1114738,LYTTON A,-121.58,50.22,365,365,365,109,109,109,0,0,0,GOOD,,transformed/good/2026_CAE01114738.stndata
climate_daily_BC_1114746_2026_P1D.csv,1114746,LYTTON RCS,-121.58,50.22,365,365,365,107,107,109,0,0,0,GOOD,,transformed/good/2026_CAE01114746.stndata
climate_daily_BC_1123721_2026_P1D.csv,1123721,JELLICOE,-120.33,49.67,365,365,365,365,365,348,243,17,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/348),transformed/bad/2026_CAE01123721.stndata
climate_daily_BC_1123939_2026_P1D.csv,1123939,KELOWNA,-119.38,49.96,365,365,365,106,106,118,0,0,0,GOOD,,transformed/good/2026_CAE01123939.stndata
climate_daily_BC_1123996_2026_P1D.csv,1123996,KELOWNA UBCO,-119.4,49.94,365,365,365,107,107,107,0,0,0,GOOD,,transformed/good/2026_CAE01123996.stndata
climate_daily_BC_1125073_2026_P1D.csv,1125073,MERRITT,-120.78,50.11,365,365,365,106,106,196,0,0,0,GOOD,,transformed/good/2026_CAE01125073.stndata
climate_daily_BC_1125079_2026_P1D.csv,1125079,MERRITT STP,-120.8,50.11,365,365,365,365,365,363,163,2,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/363),transformed/bad/2026_CAE01125079.stndata
climate_daily_BC_1125766_2026_P1D.csv,1125766,OLIVER STP,-119.54,49.18,365,365,365,365,365,363,151,2,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/363),transformed/bad/2026_CAE01125766.stndata
climate_daily_BC_1125852_2026_P1D.csv,1125852,OSOYOOS CS,-119.44,49.03,365,365,365,106,106,106,0,0,0,GOOD,,transformed/good/2026_CAE01125852.stndata
climate_daily_BC_1126070_2026_P1D.csv,1126070,PEACHLAND,-119.72,49.78,365,365,365,365,365,355,255,10,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/355),transformed/bad/2026_CAE01126070.stndata
climate_daily_BC_1126146_2026_P1D.csv,1126146,PENTICTON A,-119.6,49.46,365,365,365,107,107,105,0,32,0,GOOD,,transformed/good/2026_CAE01126146.stndata
climate_daily_BC_1126510_2026_P1D.csv,1126510,PRINCETON A,-120.51,49.47,365,365,365,365,365,336,247,29,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/336),transformed/bad/2026_CAE01126510.stndata
climate_daily_BC_1126518_2026_P1D.csv,1126518,PRINCETON A,-120.51,49.47,365,365,365,109,109,365,0,0,0,GOOD,,transformed/good/2026_CAE01126518.stndata
climate_daily_BC_1128582_2026_P1D.csv,1128582,VERNON AUTO,-119.19,50.22,365,365,365,109,109,109,0,0,0,GOOD,,transformed/good/2026_CAE01128582.stndata
climate_daily_BC_1128584_2026_P1D.csv,1128584,VERNON SILVER STAR LODGE,-119.06,50.36,365,365,365,365,365,354,248,11,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/354),transformed/bad/2026_CAE01128584.stndata
climate_daily_BC_112FN0M_2026_P1D.csv,112FN0M,PRINCETON CS,-120.51,49.47,365,365,365,106,106,106,0,0,0,GOOD,,transformed/good/2026_CAE0112FN0M.stndata
climate_daily_BC_112G8L1_2026_P1D.csv,112G8L1,SUMMERLAND CS,-119.65,49.56,365,365,365,105,105,105,0,0,0,GOOD,,transformed/good/2026_CAE0112G8L1.stndata
climate_daily_BC_1140876_2026_P1D.csv,1140876,BILLINGS,-118.23,49.02,365,365,365,365,365,339,259,26,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/339),transformed/bad/2026_CAE01140876.stndata
climate_daily_BC_1141455_2026_P1D.csv,1141455,CASTLEGAR A,-117.63,49.3,365,365,365,365,365,358,75,7,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/358),transformed/bad/2026_CAE01141455.stndata
climate_daily_BC_1141457_2026_P1D.csv,1141457,CASTLEGAR BCHPA DAM,-117.77,49.34,365,365,365,365,365,352,259,13,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/352),transformed/bad/2026_CAE01141457.stndata
climate_daily_BC_1141460_2026_P1D.csv,1141460,CASTLEGAR A,-117.63,49.3,365,365,365,105,105,365,0,0,0,GOOD,,transformed/good/2026_CAE01141460.stndata
climate_daily_BC_1142574_2026_P1D.csv,1142574,DUNCAN LAKE DAM,-116.97,50.24,365,365,365,365,365,360,260,5,0,BAD,tmax/tmin/prcp all missing >= 180 days (365/365/360),transformed/bad/2026_CAE01142574.stndata
